text,target,prediction
words are simply amazing people can twist them and make them say anything : grinning _ face _ with _ sweat :,"joy,love,optimism,surprise",joy
"if you let your insecurities get the best of you, you will hurt someone unwillingly. i've learned that! # tired # blah","optimism,pessimism,sadness",sadness
wooo so happy right now! just bought my tickets to see @ niallofficial next summer in dublin. can't wait : beaming _ face _ with _ smiling _ eyes : # niallhoran # dublin # music,"anticipation,joy,love,optimism",joy
"' you run, i con. a tiger doesn't change her stripes '. # lost # sawyer","anger,anticipation,sadness",sadness
just added a copy of candide to my local little free library & amp ; a guy grabbed it literally 5 seconds later # optimism # bestofallpossibleworlds,optimism,joy
i feel so intimidated talking to chicken now that i know how pretty she is,"fear,joy",
@ websvalor ( c ) grew with resentment for herself and the world around her. her spine tingled as she heard the incessant clicking of a ( c ),"anger,disgust,fear",anger
@ instaafp are we in for lemar even though wenger was very coy about him in his press conference,"anticipation,joy,surprise",anticipation
"my mother - in - law, in a fit of # rage, referred to someone as a'yo - yo '. # yoyo # motherinlaw # amirite # fitofrage","anger,disgust",anger
"my author copies have landed in australia. my agent has them. soon, i'll be able to hold one and flick through it. # excitement # stonecircle","joy,optimism",joy
so happy i get paid tomorrow so i can sort my bloody hair out before holiday,"joy,optimism",joy
"@ realdonaldtrump maybe don't nom so many raging dicks, donny! jeez, it's like teaching a baby to fly a jet!","anger,disgust",anger
@ prisonerben1 try explaining to joe public these charities do not simply give offenders'treats'# despair,"anger,disgust,pessimism,sadness",sadness
you know your ( numerous ) meds have kicked in when you find stupid things highly amusing # bpdproblems # keeptalkingmh # mentalhealth,joy,
@ realdonaldtrump believe it! you can start your temper tantrum now /,"anger,disgust",anger
@ jh00die really?? because music analyzes your screenshots with my microscope too??? i didn't think so # offended,"anger,disgust",anger
@ itstraceyporter off with work related stress and anxiety,fear,fear
# lt a mom let her kid pay for the bus. the kid dropped the coins. i'm boiling in rage. my face may be straight bu my eyes say imgonnakillya,"anger,disgust",anger
don't grieve over things so badly..,sadness,sadness
don't let a # season of # sorrow turn into a lifetime of # bitterness ~ # fearfullymade # gracefullysaved,"optimism,pessimism,sadness",sadness
uncharted 4 on crushing is the least fun i've ever ha splaying a video game,"anger,disgust,joy",joy
"thinking more, kd winning # bestchampionshipperformance at the @ espys is as bad as jason garrett winning coach of the year. # justno","anger,disgust,pessimism,sadness",anger
"# toniteinasheville : @ talsounds w / matchess, nothing but net & amp ; mushigo palm @ themothlight, # blues dance @ tbobavl 11pm # avlent # avlmusic # avl",,joy
"@ edsheeran ballroom dancing class tomorrow, any advice for a first timer?","fear,joy",
@ ul _ sang awhh thanks! maybe now i'll finally be blessed with some : loudly _ crying _ face :,"joy,love,optimism",joy
"you begin to irritate me, primitive","anger,disgust",anger
@ malala happy day to you malala : clapping _ hands _ light _ skin _ tone : : grinning _ face _ with _ big _ eyes : i seem to share a birthday with you # inspiring # women # education,"joy,love,optimism",joy
hey the success novel thanks for the follow! ( un ) follow = ( un ) follow please visit my # twitter handle # quoteboxindia for # awesome # picture # qu …,"joy,optimism,trust",joy
"easy day at school today ; last rehearsal before the show tomorrow... # excited to play # nancy in # oliver, then straight into new project! : smiling _ face _ with _ hearteyes :","joy,optimism",joy
"@ bookish _ yogi it's been a little twitter saga lately. the tea thing is horrific, plus they never have fresh milk to put in it.","anger,disgust,fear",disgust
"my head is bloody, but unbowed. i front unfeared the threat of space and dwindle into dark again.","anger,joy,optimism",sadness
just # snorted # laughing @ communitytv # outtakes @ donaldglover @ dannypudi # hilarious best duo ever! @ community,"joy,love",joy
they say ur a prdct of ur surroundings. a bit intimidated by the crazy amazing ppl i met @ @ codecityco @ n8walke @ dianap _ patton @ drmattkutz,"joy,love",
@ jenlynn219 i wonder if your face immediately contorts into a scowl when you put it on your head?,,
"and yet again, @ marliepacker sets the back row bar high... tackling and support play outstanding. congrats on your 50th cap! # inspiring","joy,love,optimism,trust",joy
sometimes i just wanna give up on everything i have but then i realize that if i give up and start fresh my hard work wont show.,"optimism,pessimism,sadness",sadness
thanks @ o2sbe for your medic and security help with my daughter tonight : red _ heart : shame she missed @ thevampsband,"joy,love,optimism,sadness",sadness
"whoops! i see ( & lt ; - - - ) it's time to move on to the news. grab your : hot _ beverage :, & amp ; lets head out & amp ; see ( & lt ; - - - ) what : fire :'s are burning today.","anticipation,joy,optimism",joy
may new update nanaman ang bloody crayons : grinning _ squinting _ face :,"anger,anticipation,disgust,joy",
three more shifts then i start the next part of my tutorship in response # enjoyingthelastfewdays # excited # nervous # newchallanges,"anticipation,fear,joy,love",joy
this nightmare is nearly over gang gang gang,"anticipation,fear,optimism",fear
@ traonach it's an evening for lying around doing feck all. looks like an october evening down here # miserable,sadness,sadness
"@ sapphixy goddess, that poor girl : slightly _ frowning _ face :","pessimism,sadness",sadness
rewatching rkellys trapped in a closet series : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy : # classic # hilarious,"joy,love,optimism",joy
i haven't had to speak maltese in over two years and now have relatives calling me about the trip and it's terrible : upsidedown _ face :,"anger,disgust,fear",anger
@ vitacocouk wow : smiling _ face _ with _ hearteyes : this is wonderfully exciting! would be a very happy treat to win : sparkles : thank you for the chance : red _ heart : retweeted & amp ; following : grinning _ face :,"joy,love,optimism",joy
@ sofisuuu i know : anxious _ face _ with _ sweat :,"fear,sadness",fear
"cold sores are the worst. the second you smile or laugh, it's over. blood everywhere","disgust,sadness",
@ walmarttoday your hitting it spot on with your commercials. love the one with the town coming to eat and bringing chairs. # brilliant,"joy,love,optimism",joy
"@ brenfosterreal happy tuesday, bren... just stopping by to wish you a great day ahead filled with love and smiles : kissing _ face _ with _ smiling _ eyes : : kissing _ face _ with _ smiling _ eyes : : kissing _ face _ with _ smiling _ eyes :.... love and miss you!","joy,love,optimism",joy
@ itsaripper ganguly chose? it is kohli's provocation which compelled dada to pick that pretentious fuck.,"anger,anticipation,disgust",anger
bless me o friends for i've burst the bubble of # happiness & amp ; replaced it with # contentment. ecstasy of the # unstrucksound is pure # bliss : folded _ hands :,"joy,optimism",joy
@ skype i've just logged into the new - look app and none of my contacts or convos are there. it's all gone. : expressionless _ face : # upgradefail # annoyed,"anger,disgust,sadness",anger
@ ranaayyub @ rajnathsingh she is right shld burn them alive : pouting _ face : it's even more better if they burn you with ur brothers : angry _ face :,"anger,disgust",anger
really enjoying candles and incense around the house at the moment - brings a sense of calm : person _ getting _ massage _ medium _ skin _ tone : # candles # incense,"joy,optimism",joy
that was the most beautiful thing i have ever seen. # eclipse2017 # eclipse # solareclipse # tears,"joy,love,optimism",joy
# unforgiveness lives in the # dark,sadness,
"suddenly i want to be in the middle of chaos, feel the # wonderful sense of sound ; my feet are tired of these long stretched silences # vss365","joy,optimism",
@ adamzherman shocked as well. but bc i cheer for another club in the swiss league …,"optimism,surprise",
@ aidan _ herring _ @ jackelchel @ nhlnetwork @ dallasstars the banner i look at from my seats at the aac tells me otherwise. # good,"anticipation,joy,optimism",optimism
@ british _ airways they give awful service and you haven't got back to my complaint yet. can you guess the airline? # dontflyba # annoyed,"anger,disgust",anger
@ whatthefarrugia still trembling,fear,fear
@ colecubelic so are you saying there's a good chance that two teams might * gasp * finish last? one in the east and one in the west? # offended,"anger,disgust",anger
@ beenthatkyd so i scrolled back up on the'17 gc because i missed it earlier and man you toooooooooo funny : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy : hilarious headassss!!!,"joy,optimism,surprise",joy
"we're in the bathroom and you perch on the sink, i begin to infatuate, exasperate, resuscitate.","anger,disgust",anger
scared to leave the routine but excited to break out the mould : confounded _ face : # scared # confused # happy # undecided # excited,"fear,joy",joy
@ brooksvb : face _ screaming _ in _ fear : that's just terrible,"anger,disgust,sadness",fear
"whatever you want to do, if you want to be # great at it, you have to # love it and be able to make sacrifices for it. # quotes for you","anticipation,optimism,trust",joy
that became obvious with the morata saga. the fucking bitter old cunt turned down 70m for that sideman.,"anger,disgust",anger
@ nickjonas is coming for depaul's welcome week and i'll be in cali : face _ with _ rolling _ eyes : : face _ with _ rolling _ eyes : : face _ with _ rolling _ eyes : : face _ with _ rolling _ eyes : : face _ with _ rolling _ eyes : : face _ with _ rolling _ eyes : : face _ with _ rolling _ eyes : : face _ with _ rolling _ eyes : : face _ with _ rolling _ eyes : : face _ with _ rolling _ eyes : : face _ with _ rolling _ eyes : : face _ with _,"anger,disgust,pessimism,sadness",
